UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
112526899,650098,2021-03-04 13:27:23,2021-03-04 13:33:37,Koœciuszki / Pu³askiego,Gliniana / Gajowa,7
112526830,651114,2021-03-04 13:25:29,2021-03-04 13:33:48,al. Armii Krajowej / Borowska,Borowska (Uniw. Szpital Kliniczny),9
112527046,650245,2021-03-04 13:31:26,2021-03-04 13:34:14,Poza stacj¹,Plac Grunwaldzki (DS O³ówek),3
112526887,57939,2021-03-04 13:26:57,2021-03-04 13:34:40,Oporów (pêtla tramwajowa),Grabiszyñska / Aleja Hallera,8
112526876,57790,2021-03-04 13:26:43,2021-03-04 13:34:48,Oporów (pêtla tramwajowa),Grabiszyñska / Aleja Hallera,9
112527081,650464,2021-03-04 13:32:19,2021-03-04 13:35:18,Strzegomska / Rogowska ,Graniczna / Strzegomska,3
112526917,651337,2021-03-04 13:27:53,2021-03-04 13:35:34,"Dworzec G³ówny, po³udnie",Plac Legionów,8
112526984,651219,2021-03-04 13:29:41,2021-03-04 13:35:37,Olszewskiego / Spó³dzielcza,Bacciarellego,6
112527135,650109,2021-03-04 13:33:39,2021-03-04 13:35:59,Plac Powstañców Œl¹skich,Szczêœliwa (Sky Tower),3
112526958,57691,2021-03-04 13:29:05,2021-03-04 13:36:22,Dworzec G³ówny ,Wita Stwosza / Szewska,8
112526764,650181,2021-03-04 13:23:56,2021-03-04 13:36:25,Borowska (Uniw. Szpital Kliniczny),Dworzec G³ówny ,13
112527182,651235,2021-03-04 13:34:47,2021-03-04 13:36:58,Plac Jana Paw³a II (Akademia Muzyczna),pl. Orl¹t Lwowskich,3
112526850,57029,2021-03-04 13:26:04,2021-03-04 13:37:22,Plac Uniwersytecki (UWr),Szczêœliwa (Sky Tower),12
112525974,57297,2021-03-04 13:02:19,2021-03-04 13:37:30,Piaskowa / œw. Ducha,Na Grobli (PWr - Geocentrum),36
112527237,651364,2021-03-04 13:36:07,2021-03-04 13:37:42,Graniczna / Strzegomska,Graniczna / Strzegomska,2
112526215,650052,2021-03-04 13:08:33,2021-03-04 13:37:55,Fosa Miejska ,Œwieradowska (Ferio Gaj ),30
112527319,57572,2021-03-04 13:37:47,2021-03-04 13:38:42,Aleja Kromera,Aleja Kromera,1
112527050,650650,2021-03-04 13:31:34,2021-03-04 13:38:58,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,8
112527376,57507,2021-03-04 13:39:05,2021-03-04 13:39:35,Aleja Kromera,Aleja Kromera,1
112527037,650330,2021-03-04 13:31:16,2021-03-04 13:40:01,Pilczycka / Kozanowska,Na Ostatnim Groszu,9
112526712,651343,2021-03-04 13:22:31,2021-03-04 13:40:09,M³odych Techników,Poza stacj¹,18
112527413,651362,2021-03-04 13:40:07,2021-03-04 13:40:14,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),1
112526923,650278,2021-03-04 13:28:00,2021-03-04 13:40:21,Œlê¿na / Kamienna (Uniw. Ekonomiczny),Œlê¿na / Aleja Wiœniowa,13
112526971,57708,2021-03-04 13:29:24,2021-03-04 13:40:34,Na Ostatnim Groszu,Kozanowska / Pilczycka,12
112526724,57342,2021-03-04 13:22:44,2021-03-04 13:40:45,Powstañców Œl¹skich/Orla,Centrum Handlowe Auchan Bielany,19
112527303,57645,2021-03-04 13:37:26,2021-03-04 13:41:02,Promenady Wroc³awskie,Promenady Wroc³awskie,4
112526959,651006,2021-03-04 13:29:09,2021-03-04 13:41:05,Wa³brzyska - pêtla tramwajowa,Centrum Handlowe Auchan Bielany,12
112526952,57858,2021-03-04 13:28:51,2021-03-04 13:41:24,"Dworzec G³ówny, po³udnie",al. Armii Krajowej / Borowska,13
112526926,57721,2021-03-04 13:28:04,2021-03-04 13:41:29,"Dworzec G³ówny, po³udnie",al. Armii Krajowej / Borowska,14
112527251,650741,2021-03-04 13:36:28,2021-03-04 13:41:29,Traugutta / Pu³askiego,Plac Dominikañski (Galeria Dominikañska),6
112526694,650490,2021-03-04 13:22:03,2021-03-04 13:41:54,Pi³awska,Dyrekcyjna / Borowska (Wroclavia),20
112527163,57032,2021-03-04 13:34:23,2021-03-04 13:42:07,Rac³awicka / Rymarska,Rac³awicka / Rymarska,8
112526929,650828,2021-03-04 13:28:08,2021-03-04 13:42:13,Plac Grunwaldzki / Polaka,Dworzec G³ówny ,15
112527187,650262,2021-03-04 13:34:54,2021-03-04 13:42:14,Wyszyñskiego / Szczytnicka,Plac Grunwaldzki / Polaka,8
112527443,650963,2021-03-04 13:40:41,2021-03-04 13:42:41,Tarnogajska / Klimasa,Tarnogajska / Klimasa,2
112527104,650504,2021-03-04 13:32:54,2021-03-04 13:42:50,Mickiewicza / pêtla tramwajowa,3M,10
112526996,650626,2021-03-04 13:30:00,2021-03-04 13:43:01,Janiszewskiego (PWr),pl. Powstañców Wielkopolskich,14
112527497,651337,2021-03-04 13:41:56,2021-03-04 13:43:14,Plac Legionów,Plac Legionów,2
112527136,57909,2021-03-04 13:33:40,2021-03-04 13:43:41,Centrum Handlowe Auchan Bielany,Wa³brzyska - pêtla tramwajowa,11
112527223,650425,2021-03-04 13:35:43,2021-03-04 13:43:47,Plac Legionów,Jagie³³y / Dmowskiego ,9
112526794,651313,2021-03-04 13:24:35,2021-03-04 13:43:49,Borowska (Uniw. Szpital Kliniczny),"Dworzec G³ówny, po³udnie",20
112526334,651210,2021-03-04 13:11:33,2021-03-04 13:43:52,Dworzec G³ówny ,Wa³brzyska - pêtla tramwajowa,33
112527143,650651,2021-03-04 13:33:48,2021-03-04 13:43:57,Nowowiejska / Górnickiego,Plac Powstañców Warszawy (Muzeum Narodowe),11
112527362,650245,2021-03-04 13:38:46,2021-03-04 13:44:02,Plac Grunwaldzki (DS O³ówek),al. Kochanowskiego / Œniadeckich ,6
112527031,650861,2021-03-04 13:31:07,2021-03-04 13:44:36,Zaporoska / Grabiszyñska,Drobnera / Plac Bema,14
112526955,650335,2021-03-04 13:28:57,2021-03-04 13:44:51,Poza stacj¹,Kamieñskiego,16
112527426,57997,2021-03-04 13:40:24,2021-03-04 13:45:37,Kamienna / Tomaszowska,Bardzka / Piêkna,6
112527515,57018,2021-03-04 13:42:23,2021-03-04 13:45:50,Œlê¿na / Aleja Wiœniowa,al. Armii Krajowej / Borowska,4
112527307,57168,2021-03-04 13:37:33,2021-03-04 13:45:55,Aleja Kromera,Nowowiejska / Wyszyñskiego,9
112527564,57263,2021-03-04 13:43:41,2021-03-04 13:45:57,Grabiszyñska / Magazynierska (Corte Verona),Grabiszyñska / Aleja Hallera,3
112527260,650968,2021-03-04 13:36:42,2021-03-04 13:46:11,Moœcickiego (stacja kolejowa),Opolska / pêtla tramwajowa,10
112525613,650891,2021-03-04 12:53:00,2021-03-04 13:46:13,Wita Stwosza / Szewska,Poza stacj¹,54
112527278,650797,2021-03-04 13:37:04,2021-03-04 13:46:20,Moœcickiego (stacja kolejowa),Opolska / pêtla tramwajowa,10
112527211,650710,2021-03-04 13:35:24,2021-03-04 13:46:24,Drobnera / Plac Bema,Fosa Miejska ,11
112525630,651149,2021-03-04 12:53:20,2021-03-04 13:46:31,Wita Stwosza / Szewska,Poza stacj¹,54
112526901,57658,2021-03-04 13:27:30,2021-03-04 13:46:35,Œwieradowska (Ferio Gaj ),Œlê¿na / Kamienna (Uniw. Ekonomiczny),20
112527311,57344,2021-03-04 13:37:39,2021-03-04 13:46:38,Szczêœliwa (Sky Tower),Aleja Hallera / Mielecka,9
112526661,650160,2021-03-04 13:21:12,2021-03-04 13:46:49,Grabiszyñska / Stalowa,Nyska / Piêkna,26
112527714,650530,2021-03-04 13:47:03,2021-03-04 13:47:20,"Olszewskiego, pêtla tramwajowa","Olszewskiego, pêtla tramwajowa",1
112527477,57450,2021-03-04 13:41:38,2021-03-04 13:47:27,Promenady Wroc³awskie,Kraszewskiego / Trzebnicka,6
112527537,650572,2021-03-04 13:43:06,2021-03-04 13:47:27,Plac Strzegomski / Poznañska,Stacyjna (Dworzec Miko³ajów),5
112527435,57443,2021-03-04 13:40:31,2021-03-04 13:47:43,Kazimierza Wielkiego (Helios),Legnicka / M³odych Techników,8
112527437,650330,2021-03-04 13:40:32,2021-03-04 13:48:15,Na Ostatnim Groszu,Kleciñska / Duñska,8
112527209,651066,2021-03-04 13:35:24,2021-03-04 13:48:43,Zaporoska / Wielka / Krucza,Komandorska / Kamienna,14
112527203,57282,2021-03-04 13:35:17,2021-03-04 13:48:49,Zaporoska / Wielka / Krucza,Komandorska / Kamienna,14
112527750,57220,2021-03-04 13:48:04,2021-03-04 13:48:59,Czekoladowa / Wa³brzyska,Czekoladowa / Wa³brzyska,1
112527286,651124,2021-03-04 13:37:10,2021-03-04 13:49:06,Buforowa - Vivaldiego,Œwieradowska / Krynicka,12
112527051,650105,2021-03-04 13:31:35,2021-03-04 13:49:11,Nyska / Piêkna,Poza stacj¹,18
112527386,650647,2021-03-04 13:39:20,2021-03-04 13:50:17,Grabiszyñska / Aleja Hallera,Solskiego / al. Piastów,11
112527371,651455,2021-03-04 13:39:00,2021-03-04 13:50:19,Plac Strzegomski / Poznañska,Poza stacj¹,12
112527399,57939,2021-03-04 13:39:34,2021-03-04 13:50:21,Grabiszyñska / Aleja Hallera,Solskiego / al. Piastów,11
112527513,650278,2021-03-04 13:42:20,2021-03-04 13:50:39,Œlê¿na / Aleja Wiœniowa,"Dworzec G³ówny, po³udnie",9
112527634,57944,2021-03-04 13:44:56,2021-03-04 13:51:14,Legnicka (Park Magnolia),Legnicka / Wejherowska,7
112527324,651370,2021-03-04 13:37:55,2021-03-04 13:51:25,Graniczna / Strzegomska,Poza stacj¹,14
112527622,57621,2021-03-04 13:44:40,2021-03-04 13:51:38,Legnicka (Park Magnolia),Legnicka / Wejherowska,7
112527825,650605,2021-03-04 13:49:37,2021-03-04 13:51:40,al. Armii Krajowej / Borowska,al. Armii Krajowej / Borowska,3
112526259,650054,2021-03-04 13:09:26,2021-03-04 13:51:58,Legnicka / Wejherowska,Czekoladowa / Wa³brzyska,43
112527689,57064,2021-03-04 13:46:26,2021-03-04 13:51:59,Nyska / Piêkna,al. Armii Krajowej / Bardzka,6
112527042,57585,2021-03-04 13:31:20,2021-03-04 13:52:22,Plac Legionów,Piaskowa / œw. Ducha,22
112527572,57165,2021-03-04 13:43:49,2021-03-04 13:52:28,Kamieñskiego / Jutrosiñska,¯migrodzka / Broniewskiego,9
112527052,57663,2021-03-04 13:31:36,2021-03-04 13:52:33,Plac Legionów,Piaskowa / œw. Ducha,21
112527802,57100,2021-03-04 13:49:06,2021-03-04 13:52:36,Poza stacj¹,"Dworzec G³ówny, po³udnie",4
112527765,651280,2021-03-04 13:48:19,2021-03-04 13:52:54,Kamieñskiego / Jutrosiñska,Ba³tycka / ¯migrodzka,5
112527631,57224,2021-03-04 13:44:54,2021-03-04 13:53:10,Kozanowska/Pa³ucka,Lotnicza / Metalowców,9
112523191,650434,2021-03-04 11:37:47,2021-03-04 13:53:14,Aleja Hallera / Mielecka,Na Ostatnim Groszu,136
112527698,57855,2021-03-04 13:46:33,2021-03-04 13:53:26,Poza stacj¹,Plac Dominikañski (Galeria Dominikañska),7
112527390,650787,2021-03-04 13:39:24,2021-03-04 13:53:42,Kurkowa / Dubois,Bezpieczna/Jugos³awiañska,15
112526758,57011,2021-03-04 13:23:48,2021-03-04 13:54:10,Plac Œwiêtego Macieja / Trzebnicka,Œlê¿na / Skierniewicka,31
112527996,650530,2021-03-04 13:54:08,2021-03-04 13:54:21,"Olszewskiego, pêtla tramwajowa","Olszewskiego, pêtla tramwajowa",1
112526770,650101,2021-03-04 13:24:01,2021-03-04 13:54:30,Plac Œwiêtego Macieja / Trzebnicka,Œlê¿na / Skierniewicka,31
112527508,650470,2021-03-04 13:42:12,2021-03-04 13:54:55,Drobnera / Dubois,Plac Dominikañski (Galeria Dominikañska),13
112527436,650181,2021-03-04 13:40:32,2021-03-04 13:54:58,Dworzec G³ówny ,Plac Powstañców Œl¹skich,15
112527864,650469,2021-03-04 13:50:35,2021-03-04 13:54:58,Plac Dominikañski (Galeria Dominikañska),Szewska / Kazimierza Wielkiego ,5
112527816,651066,2021-03-04 13:49:26,2021-03-04 13:55:05,Komandorska / Kamienna,"Dworzec G³ówny, po³udnie",6
112527429,57775,2021-03-04 13:40:26,2021-03-04 13:55:21,Bezpieczna/Jugos³awiañska,Poza stacj¹,15
112528045,651338,2021-03-04 13:55:25,2021-03-04 13:55:34,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,1
112527573,650354,2021-03-04 13:43:50,2021-03-04 13:55:42,Plac Legionów,Plac Powstañców Œl¹skich,12
112528030,650530,2021-03-04 13:55:04,2021-03-04 13:55:51,"Olszewskiego, pêtla tramwajowa","Olszewskiego, pêtla tramwajowa",1
112527767,57004,2021-03-04 13:48:21,2021-03-04 13:57:32,"Olszewskiego, pêtla tramwajowa",Partyzantów / Okrzei,10
112527625,650416,2021-03-04 13:44:43,2021-03-04 13:57:38,Fosa Miejska ,pl. Orl¹t Lwowskich,13
112527777,650079,2021-03-04 13:48:31,2021-03-04 13:57:45,al. Kochanowskiego / Kopernika,Nowowiejska / Górnickiego,10
112527620,650474,2021-03-04 13:44:37,2021-03-04 13:57:51,Fosa Miejska ,pl. Orl¹t Lwowskich,14
112527534,650828,2021-03-04 13:43:01,2021-03-04 13:57:54,Dworzec G³ówny ,Œlê¿na / Skierniewicka,15
112525941,57913,2021-03-04 13:01:31,2021-03-04 13:58:05,Plac Jana Paw³a II (Akademia Muzyczna),Plac Legionów,57
112527998,650105,2021-03-04 13:54:14,2021-03-04 13:58:08,Poza stacj¹,Poza stacj¹,4
112526837,650108,2021-03-04 13:25:38,2021-03-04 13:58:20,PrzyjaŸni,Drobnera / Dubois,33
112527785,650330,2021-03-04 13:48:46,2021-03-04 13:58:33,Kleciñska / Duñska,Grabiszyñska / Magazynierska (Corte Verona),10
112527900,650338,2021-03-04 13:51:39,2021-03-04 13:58:41,"Dworzec G³ówny, po³udnie",Koœciuszki / Komuny Paryskiej / Zgodna,8
112527927,650439,2021-03-04 13:52:19,2021-03-04 13:58:44,Plac Legionów,Poza stacj¹,7
112528035,57273,2021-03-04 13:55:11,2021-03-04 13:59:18,Miñska / Stanis³awowska,Graniczna / Strzegomska,5
112527546,57711,2021-03-04 13:43:19,2021-03-04 13:59:30,Wojanowska / Arbuzowa ,Wojanowska / Arbuzowa ,17
112527844,651131,2021-03-04 13:50:06,2021-03-04 13:59:32,Borowska (Uniw. Szpital Kliniczny),Œlê¿na / Aleja Wiœniowa,10
112528246,650477,2021-03-04 14:00:28,2021-03-04 14:00:38,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),1
112527803,651343,2021-03-04 13:49:06,2021-03-04 14:00:39,Poza stacj¹,Fabryczna / Wagonowa,12
112527784,650982,2021-03-04 13:48:46,2021-03-04 14:00:48,Koœciuszki / Komuny Paryskiej / Zgodna,Œlê¿na / Kamienna (Uniw. Ekonomiczny),13
112527402,651216,2021-03-04 13:39:45,2021-03-04 14:00:57,Aleja Kromera,Poleska / Litewska,22
112527741,57916,2021-03-04 13:47:47,2021-03-04 14:01:17,Kraszewskiego / Trzebnicka,Promenady Wroc³awskie,14
112528034,650093,2021-03-04 13:55:08,2021-03-04 14:01:17,M³odych Techników,Stacyjna (Dworzec Miko³ajów),7
112527894,57641,2021-03-04 13:51:28,2021-03-04 14:01:25,Œwieradowska (Ferio Gaj ),Œlê¿na / Kamienna (Uniw. Ekonomiczny),10
112528076,651338,2021-03-04 13:56:10,2021-03-04 14:01:27,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,6
112527928,650444,2021-03-04 13:52:20,2021-03-04 14:01:44,Ba³tycka / ¯migrodzka,¯migrodzka / Marino,10
112527983,57068,2021-03-04 13:53:43,2021-03-04 14:01:45,Ba³tycka / ¯migrodzka,¯migrodzka / Marino,9
112527979,57925,2021-03-04 13:53:37,2021-03-04 14:02:04,Œlê¿na / Aleja Wiœniowa,Powstañcow Œl¹skich / Aleja Hallera,9
112527758,57336,2021-03-04 13:48:11,2021-03-04 14:02:35,Lotnicza / Na Ostatnim Groszu,Plac Strzegomski / Poznañska,15
112146388,57919,2021-02-21 20:48:55,2021-03-04 14:02:42,Gorlicka / Litewska,Poza stacj¹,15434
112527906,650781,2021-03-04 13:51:46,2021-03-04 14:02:45,al. Armii Krajowej / Bardzka,Jagodziñska / Buforowa,11
112527677,650681,2021-03-04 13:46:15,2021-03-04 14:02:47,Poza stacj¹,Plac Jana Paw³a II (Akademia Muzyczna),17
112528176,651090,2021-03-04 13:58:27,2021-03-04 14:02:50,Traugutta / Koœciuszki,Rakowiecka,5
112527791,651369,2021-03-04 13:48:49,2021-03-04 14:04:17,Joliot-Curie (Uwr),"Dworzec G³ówny, po³udnie",16
112528232,650261,2021-03-04 14:00:08,2021-03-04 14:05:01,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),5
112527903,650957,2021-03-04 13:51:43,2021-03-04 14:05:07,Borowska (Uniw. Szpital Kliniczny),"Dworzec G³ówny, po³udnie",14
112527688,650035,2021-03-04 13:46:26,2021-03-04 14:05:34,Borowska (Uniw. Szpital Kliniczny),Powstañców Œl¹skich (Arkady Wroc³awskie),20
112528209,651337,2021-03-04 13:59:31,2021-03-04 14:05:38,Plac Legionów,Dworzec G³ówny ,7
112527360,651363,2021-03-04 13:38:44,2021-03-04 14:05:52,Miñska / Stanis³awowska,Miñska / Stanis³awowska,28
112528148,57808,2021-03-04 13:57:54,2021-03-04 14:05:53,Plac Grunwaldzki / Polaka,Wita Stwosza / Szewska,8
112528124,651195,2021-03-04 13:57:27,2021-03-04 14:06:01,Plac Grunwaldzki / Polaka,Wita Stwosza / Szewska,9
112527733,650557,2021-03-04 13:47:32,2021-03-04 14:06:02,Plac Strzegomski / Poznañska,Koœciuszki / Pu³askiego,19
112527404,651348,2021-03-04 13:39:48,2021-03-04 14:06:09,Miñska / Stanis³awowska,Miñska / Stanis³awowska,27
112528068,57031,2021-03-04 13:55:56,2021-03-04 14:06:12,Wróblewskiego (Teki),Wróblewskiego (Teki),11
112528091,651026,2021-03-04 13:56:27,2021-03-04 14:06:28,Konduktorska,Œwieradowska (Ferio Gaj ),11
112528120,57046,2021-03-04 13:57:20,2021-03-04 14:06:49,Legnicka (Park Magnolia),Zachodnia / Poznañska,10
112528116,650475,2021-03-04 13:57:11,2021-03-04 14:06:52,Legnicka (Park Magnolia),Zachodnia / Poznañska,10
112528378,57160,2021-03-04 14:03:19,2021-03-04 14:07:52,Œwidnicka / Pi³sudskiego (Hotel Scandic),Dworzec G³ówny ,5
112528048,57858,2021-03-04 13:55:30,2021-03-04 14:07:53,al. Armii Krajowej / Borowska,Dworzec G³ówny ,13
112528504,57980,2021-03-04 14:05:55,2021-03-04 14:07:56,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),3
112527751,650408,2021-03-04 13:48:05,2021-03-04 14:08:01,Lotnicza / Na Ostatnim Groszu,Poza stacj¹,20
112528025,650683,2021-03-04 13:55:00,2021-03-04 14:08:22,Zaporoska / Gajowicka,Powstañców Œl¹skich/Orla,14
112528584,57922,2021-03-04 14:07:40,2021-03-04 14:08:24,Kamieñskiego / Jutrosiñska,Kamieñskiego / Jutrosiñska,1
112527985,650528,2021-03-04 13:53:45,2021-03-04 14:08:25,Wróblewskiego (ZOO),Traugutta / Koœciuszki,15
112528274,651343,2021-03-04 14:01:15,2021-03-04 14:08:32,Fabryczna / Wagonowa,Fabryczna / Wagonowa,8
112527820,650425,2021-03-04 13:49:34,2021-03-04 14:08:43,Jagie³³y / Dmowskiego ,Rondo Reagana,20
112528227,650115,2021-03-04 14:00:00,2021-03-04 14:08:47,Moœcickiego (stacja kolejowa),Opolska / Siemianowicka,9
112528624,651361,2021-03-04 14:08:22,2021-03-04 14:09:08,Nowowiejska / Górnickiego,Nowowiejska / Górnickiego,1
112528126,650785,2021-03-04 13:57:28,2021-03-04 14:09:14,PrzyjaŸni / Karkonoska,Powstañcow Œl¹skich / Aleja Hallera,12
112528409,57661,2021-03-04 14:04:02,2021-03-04 14:09:51,Plac Koœciuszki (Renoma),Dworzec G³ówny ,6
112528604,650825,2021-03-04 14:08:03,2021-03-04 14:09:55,Moœcickiego / Chiñska ,Moœcickiego (stacja kolejowa),2
112528279,650477,2021-03-04 14:01:21,2021-03-04 14:10:08,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),9
112528344,650710,2021-03-04 14:02:23,2021-03-04 14:10:46,Fosa Miejska ,Drobnera / Plac Bema,9
112528336,57642,2021-03-04 14:02:17,2021-03-04 14:11:49,Plac Legionów,Plac Jana Paw³a II (Akademia Muzyczna),10
112526810,57153,2021-03-04 13:24:55,2021-03-04 14:11:52,Borowska (Uniw. Szpital Kliniczny),Plac Grunwaldzki (DS O³ówek),47
112527916,651370,2021-03-04 13:52:04,2021-03-04 14:12:05,Poza stacj¹,Poza stacj¹,21
112528166,650416,2021-03-04 13:58:19,2021-03-04 14:12:08,pl. Orl¹t Lwowskich,Plac Uniwersytecki (UWr),14
112528579,650686,2021-03-04 14:07:34,2021-03-04 14:13:00,Legnicka (Park Magnolia),Lotnicza / Na Ostatnim Groszu,6
112528161,650345,2021-03-04 13:58:12,2021-03-04 14:13:05,pl. Orl¹t Lwowskich,Plac Uniwersytecki (UWr),15
112528265,651239,2021-03-04 14:00:58,2021-03-04 14:14:10,Poza stacj¹,Sienkiewicza / Wyszyñskiego,14
112528496,650805,2021-03-04 14:05:46,2021-03-04 14:14:10,Rogowska/Sukielicka,Strzegomska / Estoñska,9
112528648,57273,2021-03-04 14:08:57,2021-03-04 14:14:24,Graniczna / Strzegomska,Miñska / Stanis³awowska,6
112528440,57389,2021-03-04 14:04:51,2021-03-04 14:14:31,Nyska / Piêkna,"Dworzec G³ówny, po³udnie",10
112528249,57218,2021-03-04 14:00:34,2021-03-04 14:14:45,Wróblewskiego (Teki),Mickiewicza / pêtla tramwajowa,15
112528599,57742,2021-03-04 14:07:58,2021-03-04 14:14:51,Œwidnicka / Pi³sudskiego (Hotel Scandic),Œwidnicka / Pi³sudskiego (Hotel Scandic),7
112528474,57071,2021-03-04 14:05:24,2021-03-04 14:15:08,Poza stacj¹,Poza stacj¹,10
112528383,650513,2021-03-04 14:03:25,2021-03-04 14:15:13,Rynek,Koœciuszki / Pu³askiego,12
112528688,650243,2021-03-04 14:09:36,2021-03-04 14:15:30,Plac Uniwersytecki (UWr),Szewska / Kazimierza Wielkiego ,6
112528784,651129,2021-03-04 14:11:38,2021-03-04 14:15:41,pl. Powstañców Wielkopolskich,Drobnera / Dubois,5
112528696,57061,2021-03-04 14:09:46,2021-03-04 14:15:50,Fabryczna / Wagonowa,Legnicka (Park Magnolia),7
112528101,57411,2021-03-04 13:56:45,2021-03-04 14:15:58,Kamieñskiego / Jutrosiñska,Plac Staszica,20
112528288,650948,2021-03-04 14:01:29,2021-03-04 14:16:22,Fabryczna / Wagonowa,Legnicka (Park Magnolia),15
112528962,57897,2021-03-04 14:15:24,2021-03-04 14:17:31,¯eromskiego / Kluczborska,¯eromskiego / Daszyñskiego,3
112528681,650261,2021-03-04 14:09:32,2021-03-04 14:17:38,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),9
112528630,651219,2021-03-04 14:08:32,2021-03-04 14:17:43,Bacciarellego,Mickiewicza / pêtla tramwajowa,10
112527664,650193,2021-03-04 13:45:55,2021-03-04 14:17:44,£ukasiewicza / Smoluchowskiego (PWr),Grabiszyñska / Magazynierska (Corte Verona),32
112528612,57107,2021-03-04 14:08:13,2021-03-04 14:18:08,Legnicka (Park Magnolia),Popowice,10
112529058,650206,2021-03-04 14:17:19,2021-03-04 14:18:20,Wita Stwosza / Szewska,Wita Stwosza / Szewska,2
112528561,57064,2021-03-04 14:07:05,2021-03-04 14:18:39,al. Armii Krajowej / Bardzka,Krakowska / Leroy Merlin,12
112528693,650795,2021-03-04 14:09:41,2021-03-04 14:19:08,Tarnogajska / Klimasa,Moœcickiego (stacja kolejowa),10
112529006,57020,2021-03-04 14:16:20,2021-03-04 14:19:14,Nyska / Jesionowa,Hubska / Prudnicka,3
112528376,57758,2021-03-04 14:03:14,2021-03-04 14:20:05,Plac Powstañców Warszawy (Muzeum Narodowe),Gliniana / Gajowa,17
112529107,651064,2021-03-04 14:18:10,2021-03-04 14:20:08,Borowska (Uniw. Szpital Kliniczny),Borowska (Uniw. Szpital Kliniczny),2
112528645,57858,2021-03-04 14:08:53,2021-03-04 14:20:23,Dworzec G³ówny ,Piaskowa / œw. Ducha,12
112529051,651194,2021-03-04 14:17:12,2021-03-04 14:20:25,Joliot-Curie (Uwr),Joliot-Curie (Uwr),4
112528256,650648,2021-03-04 14:00:45,2021-03-04 14:21:30,Legnicka / Wejherowska,"Paprotna / Obornicka, zajezdnia MPK",21
112529106,650380,2021-03-04 14:18:09,2021-03-04 14:21:32,Zaporoska / Grabiszyñska,Pereca / Grabiszyñska,4
112528819,57037,2021-03-04 14:12:17,2021-03-04 14:21:47,¯migrodzka / Marino,¯migrodzka / Broniewskiego,10
112528024,57263,2021-03-04 13:54:58,2021-03-04 14:22:05,Grabiszyñska / Aleja Hallera,Grabiszyñska / Magazynierska (Corte Verona),28
112528924,650498,2021-03-04 14:14:45,2021-03-04 14:22:48,al. Karkonoska / JeŸdziecka,Wa³brzyska - pêtla tramwajowa,9
112528875,651118,2021-03-04 14:13:34,2021-03-04 14:22:54,Lotnicza / Na Ostatnim Groszu,Rogowska / Zemska,10
